institution_id,institution_name,course_id,course_name,foe1_broad_field,foe1_narrow_field,foe1_detailed_field,course_level,course_duration,tuition_fee,non_tuition_fee,total_course_cost
03377J,Signet Institute of Australia,0101254,Certificate IV in Disability,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090500 - Human Welfare Studies and Services, n.f.d.",Certificate IV,39,8500.0,0.0,8500.0
03377J,Signet Institute of Australia,0101255,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090500 - Human Welfare Studies and Services, n.f.d.",Diploma,104,20000.0,0.0,20000.0
03377J,Signet Institute of Australia,0101256,Diploma of Mental Health,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",Diploma,104,20000.0,0.0,20000.0
03377J,Signet Institute of Australia,0101308,Certificate IV in Automotive Mechanical Diagnosis,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030509 - Automotive Body Construction,Certificate IV,26,12000.0,0.0,12000.0
03377J,Signet Institute of Australia,092131E,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090500 - Human Welfare Studies and Services, n.f.d.",Certificate III,52,10000.0,0.0,10000.0
03377J,Signet Institute of Australia,092132D,Certificate IV in Ageing Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090500 - Human Welfare Studies and Services, n.f.d.",Certificate IV,52,12000.0,0.0,12000.0
03377J,Signet Institute of Australia,097989C,Diploma of Dental Technology,06 - Health,0607 - Dental Studies,060705 - Dental Technology,Diploma,104,30000.0,4500.0,34500.0
03377J,Signet Institute of Australia,098555K,English for Academic Purposes 1,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,14,4600.0,0.0,4600.0
03377J,Signet Institute of Australia,098556J,English for Academic Purposes 3,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,14,4600.0,0.0,4600.0
03377J,Signet Institute of Australia,098557G,English for Academic Purposes 2,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,14,4600.0,0.0,4600.0
03377J,Signet Institute of Australia,103326K,Certificate III in Pathology Collection,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Certificate III,39,7000.0,0.0,7000.0
03377J,Signet Institute of Australia,103635H,Certificate III in Light Vehicle Mechanical Technology,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030503 - Vehicle Mechanics,Certificate III,78,20000.0,0.0,20000.0
03377J,Signet Institute of Australia,103770A,Diploma of Building and Construction (Building),04 - Architecture and Building,0403 - Building,"040300 - Building, n.f.d.",Diploma,78,20000.0,0.0,20000.0
03377J,Signet Institute of Australia,103838H,Certificate III in Bricklaying and Blocklaying,04 - Architecture and Building,0403 - Building,040309 - Bricklaying and Stonemasonry,Certificate III,94,33000.0,0.0,33000.0
03377J,Signet Institute of Australia,104250F,Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,52,9500.0,0.0,9500.0
03377J,Signet Institute of Australia,104582H,Certificate III in Health Services Assistance,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",Certificate III,40,8500.0,0.0,8500.0
03377J,Signet Institute of Australia,105234J,Advanced Diploma of Civil Construction Design,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030900 - Civil Engineering, n.f.d.",Advanced Diploma,104,35000.0,0.0,35000.0
03377J,Signet Institute of Australia,105858K,Advanced Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Advanced Diploma,52,12000.0,1500.0,13500.0
03377J,Signet Institute of Australia,105859J,Graduate Diploma of Management (Learning),07 - Education,0701 - Teacher Education,"070199 - Teacher Education, n.e.c.",Graduate Diploma,52,16000.0,1500.0,17500.0
03377J,Signet Institute of Australia,106018J,Diploma of Emergency Health Care,06 - Health,0699 - Other Health,069905 - Paramedical Studies,Diploma,78,22000.0,5500.0,27500.0
03377J,Signet Institute of Australia,107912D,Certificate III in Automotive Diesel Engine Technology,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030503 - Vehicle Mechanics,Certificate III,94,20000.0,2500.0,22500.0
03377J,Signet Institute of Australia,107913C,Certificate III in Dental Assisting,06 - Health,0607 - Dental Studies,060703 - Dental Assisting,Certificate III,52,8500.0,1500.0,10000.0
03377J,Signet Institute of Australia,107914B,Certificate III in Dental Laboratory Assisting,06 - Health,0607 - Dental Studies,060705 - Dental Technology,Certificate III,52,8500.0,1500.0,10000.0
03377J,Signet Institute of Australia,107916M,Certificate III in Wall and Floor Tiling,04 - Architecture and Building,0403 - Building,"040313 - Ceiling, Wall and Floor Fixing",Certificate III,94,30000.0,3000.0,33000.0
03377J,Signet Institute of Australia,108255B,Certificate IV in Dental Assisting,06 - Health,0607 - Dental Studies,060703 - Dental Assisting,Certificate IV,24,10000.0,2850.0,12850.0
03377J,Signet Institute of Australia,113039A,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate III,52,12000.0,1500.0,13500.0
03377J,Signet Institute of Australia,113040H,Certificate IV in Disability Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090509 - Care for the Disabled,Certificate IV,52,14000.0,1500.0,15500.0
03377J,Signet Institute of Australia,113041G,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",Diploma,104,30000.0,4000.0,34000.0
03377J,Signet Institute of Australia,113042F,Certificate III in Engineering - Fabrication Trade,03 - Engineering and Related Technologies,0307 - Mechanical and Industrial Engineering and Technology,030701 - Mechanical Engineering,Certificate III,94,26000.0,4000.0,30000.0
03378G,TOWNSVILLE INTERNATIONAL ENGLISH SCHOOL PTY. LTD.,083114C,General English,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,54,15200.0,0.0,15200.0
03379G,AUSTRALASIAN INSTITUTE OF AYURVEDIC STUDIES PTY LTD,093559B,Diploma of Ayurvedic Lifestyle Consultation,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",Diploma,75,14400.0,0.0,14400.0
03379G,AUSTRALASIAN INSTITUTE OF AYURVEDIC STUDIES PTY LTD,094267F,Advanced Diploma of Ayurveda,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",Advanced Diploma,149,28800.0,0.0,28800.0
03383M,Sicop Education & Technology Pty Ltd,0100537,Bachelor of Business (Accounting),08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Bachelor Degree,156,54000.0,0.0,54000.0
03383M,Sicop Education & Technology Pty Ltd,105358H,Advanced Diploma of Information Technology,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Advanced Diploma,52,12500.0,0.0,12500.0
03383M,Sicop Education & Technology Pty Ltd,106833M,Bachelor of Information Technology,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Bachelor Degree,156,54000.0,300.0,54300.0
03383M,Sicop Education & Technology Pty Ltd,110245H,English for Academic Purposes,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,34,12000.0,250.0,12250.0
03386G,Health Careers International Pty Ltd,092897C,Diploma of Practice Management,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",Diploma,52,16000.0,0.0,16000.0
03386G,Health Careers International Pty Ltd,092899A,Certificate IV in Ageing Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",Certificate IV,52,9700.0,300.0,10000.0
03386G,Health Careers International Pty Ltd,093193E,Certificate III in Health Services Assistance,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",Certificate III,52,12000.0,0.0,12000.0
03386G,Health Careers International Pty Ltd,099946J,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",Diploma,78,17700.0,300.0,18000.0
03386G,Health Careers International Pty Ltd,103695G,Certificate III in Pathology Collection,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Certificate III,26,7700.0,300.0,8000.0
03386G,Health Careers International Pty Ltd,108092E,Certificate III in Early Childhood Education and Care,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Certificate III,52,9700.0,300.0,10000.0
03386G,Health Careers International Pty Ltd,108093D,Diploma of Early Childhood Education and Care,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Diploma,52,9700.0,300.0,10000.0
03386G,Health Careers International Pty Ltd,108319B,Diploma of Counselling,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Diploma,52,16000.0,0.0,16000.0
03386G,Health Careers International Pty Ltd,108320J,Diploma of Mental Health,09 - Society and Culture,0905 - Human Welfare Studies and Services,090501 - Social Work,Diploma,78,24000.0,0.0,24000.0
03386G,Health Careers International Pty Ltd,108323F,Diploma of Nursing,06 - Health,0603 - Nursing,"060300 - Nursing, n.f.d.",Diploma,78,30000.0,0.0,30000.0
03386G,Health Careers International Pty Ltd,112921E,Certificate III in Individual Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,Certificate III,26,5700.0,300.0,6000.0
03386G,Health Careers International Pty Ltd,112922D,Certificate IV in Disability Support,09 - Society and Culture,0905 - Human Welfare Studies and Services,090509 - Care for the Disabled,Certificate IV,26,5700.0,300.0,6000.0
03386G,Health Careers International Pty Ltd,112923C,Diploma of Community Services,09 - Society and Culture,0905 - Human Welfare Studies and Services,090501 - Social Work,Diploma,78,17700.0,300.0,18000.0
03389E,Torrens University Australia Limited,0100551,Bachelor of Business Information Systems,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Bachelor Degree,156,82800.0,0.0,82800.0
03389E,Torrens University Australia Limited,0100552,Diploma of Business Information Systems,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Diploma,52,27600.0,0.0,27600.0
03389E,Torrens University Australia Limited,0100910,Bachelor of Nursing,06 - Health,0603 - Nursing,"060399 - Nursing, n.e.c.",Bachelor Degree,156,96000.0,0.0,96000.0
03389E,Torrens University Australia Limited,0101388,Master of Business Administration (Sports Management) (Advanced),08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Masters Degree (Coursework),104,72400.0,0.0,72400.0
03389E,Torrens University Australia Limited,0101786,General English (Elementary to Advanced),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,40,20500.0,0.0,20500.0
03389E,Torrens University Australia Limited,088149G,Master of Business Administration (Advanced),08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Masters Degree (Coursework),104,62800.0,0.0,62800.0
03389E,Torrens University Australia Limited,088180G,Bachelor of Commerce,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",Bachelor Degree,156,82800.0,0.0,82800.0
03389E,Torrens University Australia Limited,088181G,Bachelor of Applied Public Health,06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",Bachelor Degree,156,79000.0,0.0,79000.0
03389E,Torrens University Australia Limited,088476C,Master of Design (Advanced),02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Masters Degree (Coursework),104,62400.0,0.0,62400.0
03389E,Torrens University Australia Limited,089923K,Associate Degree of Business (International Event Management),08 - Management and Commerce,0803 - Business and Management,080323 - Tourism Management,Associate Degree,104,71400.0,0.0,71400.0
03389E,Torrens University Australia Limited,089925G,Bachelor of Business (International Hotel and Resort Management),08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Bachelor Degree,135,107100.0,0.0,107100.0
03389E,Torrens University Australia Limited,089926G,Associate Degree of Business (International Hotel and Resort Management),08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Associate Degree,104,71400.0,0.0,71400.0
03389E,Torrens University Australia Limited,089927F,Diploma of Business (International Hotel and Resort Management),08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,Diploma,52,35700.0,0.0,35700.0
03389E,Torrens University Australia Limited,089931K,Master of International Hotel Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Masters Degree (Coursework),104,56100.0,0.0,56100.0
03389E,Torrens University Australia Limited,089932J,Graduate Certificate of International Hotel Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Graduate Certificate,31,18700.0,0.0,18700.0
03389E,Torrens University Australia Limited,090241D,Master of Business Administration / Master of Global Project Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Masters Degree (Coursework),104,62800.0,0.0,62800.0
03389E,Torrens University Australia Limited,090242C,Master of Business Administration / Master of Public Health,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Masters Degree (Coursework),104,56000.0,0.0,56000.0
03389E,Torrens University Australia Limited,090245M,Graduate Diploma of Global Project Management,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,Graduate Diploma,52,31400.0,0.0,31400.0
03389E,Torrens University Australia Limited,090247J,Master of Global Project Management (Advanced),08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,Masters Degree (Coursework),104,62800.0,0.0,62800.0
