location_name,address_line_1,city,state,postcode
"Wickham Street - 115-131 Wickham St, Fortitude Valley QLD 4006",115-131 Wickham St,Fortitude Valley,QLD,4006
107 Brunswick Road,107 Brunswick Rd,Brunswick,VIC,3056
166-172 Exhibition St,166 Exhibition St,MELBOURNE,VIC,3000
647 Wellington St Perth,647 Wellington St,Perth,WA,6000
"Brisbane Campus - 225 St Pauls Tce, FORTITUDE VALLEY QLD 4006",225 St Pauls Tce,FORTITUDE VALLEY,QLD,4006
Kent St/Hickson Rd Sydney,Level 1 and 5/ 201 Kent St,Sydney,NSW,2000
"Level 4 222 Bourke street,  Melbourne VIC 3000",Level 4 222 Bourke street,Melbourne,VIC,3000
Murray St,Level 1 100-104 Murray St,Perth,WA,6000
Oxford street,Level 1 55-73 Oxford St,SURRY HILLS,NSW,2010
York Street - Sydney Campus,"Level 2 & 5, 56-58, York Street",SYDNEY,NSW,2000
CBCI and GESS EDUCATION - Marine Pde,42 Marine Pde,Southport,QLD,4215
CBCI and GESS EDUCATION - Mulgrave Road,91 Mulgrave Rd,PARRAMATTA PARK,QLD,4870
"UC - Canberra, Bruce",Kirrinari St,Bruce,ACT,2617
"UC - TAFE NSW Northern Sydney, St Leonard's",TAFE NSW Northern Sydney Institute,St Leonards,NSW,2065
"UC - TAFE Queensland, Mt Gravatt",Mt Gravatt Campus,Mount Gravatt,QLD,4122
"UC - TAFE Queensland, South Bank",TAFE Queensland Brisbane,South Brisbane,QLD,4101
"UC - University of Canberra College, Bruce",University Dr,Bruce,ACT,2617
"UC Sydney Hills Campus, Castle Hill, NSW",72-74 Cecil Avenue,Castle Hill,NSW,2154
Gardens Point,2 George St,BRISBANE,QLD,4000
Kelvin Grove,149 Victoria Park Rd,Kelvin Grove QLD,QLD,4059
"15 Boronia Rd, Brisbane, QLD 4009",15 Boronia Rd,Brisbane,QLD,4009
"90-92 Sydney Street, Mackay",90 Sydney St,Mackay,QLD,4740
Adelaide C.Q.U. Campus,44 Greenhill Rd,Wayville,SA,5034
Brisbane C.Q.U. Campus,160 Ann St,BRISBANE,QLD,4000
Bundaberg C.Q.U. Campus,6 University Dr,BUNDABERG,QLD,4670
Cairns C.Q.U. Campus,42 Abbott St,Cairns,QLD,4870
"Canning Street, Rockhampton",192 Bolsolver St,ROCKHAMPTON,QLD,4700
CQU Rockhampton City Campus,114 Canning Street,Rockhampton,QLD,4700
CQU Rockhampton North Campus,554-700 Yaamba Rd,NORMAN GARDENS,QLD,4701
Gladstone C.Q.U. Campus,613 Bryan Jordan Dr,GLADSTONE,QLD,4680
Mackay C.Q.U. Campus,149 Boundary Rd,MACKAY,QLD,4741
Melbourne C.Q.U Campus,Level 1-6,Melbourne,VIC,3000
Noosa C.Q.U. Campus,90 Goodchap St,Noosaville,QLD,4566
Rockhampton C.Q.U. Campus,554 Yaamba Rd,Norman Gardens,QLD,4701
Sydney C.Q.U. Campus,400 Kent St,SYDNEY,NSW,2000
Townsville C.Q.U. Campus,Level 1,Townsville,QLD,4810
Brisbane (Queensland),"Transport House, 230 Brunswick Street",Fortitude Valley,QLD,4006
East Perth (Western Australia),170 Wellington St,EAST PERTH,WA,6004
Gold Coast (Queensland),"Level 2, 121 Scarborough Street",Southport,QLD,4215
Melbourne (Victoria),368 Elizabeth St,Melbourne,VIC,3000
Sydney (New South Wales),815-825 George St,HAYMARKET,NSW,2000
Airways Aviation,Gold Coast Airport,Bilinga,QLD,4225
Brisbane City (South Bank),226 Grey St,SOUTH BANK,QLD,4101
Brisbane South (Mt Gravatt),176 Messines Ridge Rd,MT GRAVATT,QLD,4122
Brisbane South (Nathan),170 Kessels Rd,NATHAN,QLD,4111
Gold Coast,58 Parklands Dr,Southport,QLD,4222
Logan,University Dr,MEADOWBROOK,QLD,4131
USQ (Ipswich),11 Salisbury Rd,Ipswich,QLD,4305
USQ (Springfield),Education City,SPRINGFIELD LAKES,QLD,4030
USQ (Toowoomba),Darling Heights,TOOWOOMBA,QLD,4350
123 Gotha St FORTITUDE VALLEY QLD 4006 Australia,123 Gotha St,FORTITUDE VALLEY,QLD,4006
196 Flinders St MELBOURNE VIC 3000 Australia,196 Flinders St,MELBOURNE,VIC,3000
"25 Victoria Street, Fitzroy VIC 3065",25 Victoria St,Fitzroy,VIC,3065
82-98 Wakefield St ADELAIDE SA 5000,82 Wakefield St,ADELAIDE,SA,5000
"90 Bowen Terrace, FORTITUDE VALLEY, Queensland 4006",90 Bowen Terrace,FORTITUDE VALLEY,QLD,4006
"Foveaux Street Campus, 1-37 Foveaux Street, Surry Hills",1-49 Foveaux Street,Surry Hills,NSW,2010
The Australian Ballet School,2 Kavanagh St,SOUTHBANK,VIC,3006
Photography Holdings Pty Ltd - South Melbourne,37 Thistlethwaite St,South Melbourne,VIC,3205
Royal Victorian Aero Club,31 First Ave,MENTONE,VIC,3194
ECU Joondalup Campus,100 Joondalup Dr,Joondalup,WA,6027
ECU Mt Lawley Campus,2 Bradford St,Mt Lawley,WA,6050
ECU South West Campus (Bunbury),585 Robertson Dr,Bunbury,WA,6230
Navitas English Perth,211 Newcastle St,NORTHBRIDGE,WA,6003
Navitas English Sydney Hyde Park,"Level 3, 255 Elizabeth St",Sydney,NSW,2000
Gold Coast Airport,19 Lores Bonney Cct,BILINGA,QLD,4225
Lismore Airport,Lismore Regional Airport,LOFTVILLE,NSW,2480
Alice Springs Campus,17 Grevillea Dr,ALICE SPRINGS,NT,830
Casuarina Campus,1 Ellengowan Dr,CASUARINA,NT,810
CDU International College,21 Kitchener Drive,DARWIN CITY,NT,800
Danala Education and Community Precinct,54-58 Cavenagh Street,Darwin City,NT,800
"Level 10, 815 George Street, Sydney","Level 10, 815 George Street",Sydney,NSW,2000
"Level 11, 410 Ann Street (Brisbane campus)",Level 11,Brisbane,QLD,4000
"Level 2, 12 Georges Terrace, Perth",Level 4,Perth,WA,6000
Palmerston Campus,80 University Ave,PALMERSTON,NT,830
"Suite 201/187 Boundary Rd, North Melbourne",Suite 201,North Melbourne,VIC,3051
Waterfront Campus,21 Kitchener Dr,DARWIN CITY,NT,800
Curtin University of Technology,Kent St,Bentley,WA,6102
Curtin University of Technology Margaret River Campus,272 Bussell Hwy,Margaret River,WA,6102
Kalgoorlie Campus,Egan St,Kalgoorlie,WA,6430
Perth Campus (Graduate School of Business),78 Murray St,Perth,WA,6000
Marcus Oldham College,145 Pigdons Rd,WAURN PONDS,VIC,3216
SAE Adelaide,15-19 Franklin Street,Adelaide,SA,5000
SAE Brisbane,41 Buchanan St,West End,QLD,4101
SAE Byron Bay,373 Ewingsdale Rd,BYRON BAY,NSW,2481
SAE Melbourne,235 Normanby Rd,SOUTH MELBOURNE,VIC,3205
SAE Perth,116 Roe St,Northbridge,WA,6003
SAE Sydney,39 Regent St,Chippendale,NSW,2008
Melbourne Girls Grammar School,86 Anderson St,SOUTH YARRA,VIC,3141
Mentone Grammar School,63 Venice St,Mentone,VIC,3194
Mentone Girl's Grammar School,Mentone Pde,MENTONE,VIC,3194
Methodist Ladies College,207 Barkers Rd,KEW,VIC,3101
Oxley College,15 Old Melbourne Rd,CHIRNSIDE PARK,VIC,3116
The Peninsula School,Wooralla Dr,MOUNT ELIZA,VIC,3930
Presbyterian Ladies' College,141 Burwood Hwy,BURWOOD,VIC,3125
Ruyton Girls' School,12 Selbourne Rd,KEW,VIC,3101
Shelford Girls' Grammar,3 Hood Cres,CAULFIELD,VIC,3161
Gippsland Grammar School,Princes Hwy,SALE,VIC,3850
Anzac Avenue Campus,38 Anzac Ave,LOGAN VILLAGE,QLD,4133
King's Christian College - Pimpama campus,198 Pimpama-Jacobs Well Rd,PIMPAMA,QLD,4209
King's Christian College - Reedy Creek,68 GEMVALE Rd,REEDY CREEK,QLD,4227
St Leonard's College,163 South Rd,BRIGHTON EAST,VIC,3187
Berwick Campus (Senior Girls),27 Gloucester Ave,BERWICK,VIC,3806
Officer Campus (Senior Boys),38 Tivendale Rd,OFFICER,VIC,3809
St Michael's Grammar School,25 Chapel St,ST KILDA,VIC,3182
Tintern Grammar,90 Alexandra Rd,RINGWOOD EAST,VIC,3135
Toorak College,Old Mornington Rd,MOUNT ELIZA,VIC,3930
Trinity Grammar School Kew,60 Wellington Rd,KEW,VIC,3101
Elsternwick Campus,5 Gladstone Pde,Elsternwick,VIC,3185
Glen Waverley Campus,620 High Street Road,Glen Waverley,VIC,3150
St Kilda Road Campus,577 St Kilda Rd,MELBOURNE,VIC,3004
Westbourne and Williamstown Grammar School,300 Sayers Rd,HOPPERS CROSSING,VIC,3029
Yarra Valley Grammar School,Kalinda Rd,RINGWOOD,VIC,3134
Concordia College Inc,45 Cheltenham St,HIGHGATE,SA,5063
Immanuel College,32 Morphett Rd,NOVAR GARDENS,SA,5040
Mercedes College Springfield,540 Fullarton Rd,SPRINGFIELD,SA,5062
Muirden Senior Secondary College,368 KING WILLIAM,,,5000
Pembroke School,342 The Pde,Kensington Park,SA,5068
Prince Alfred College Inc,Dequetteville Tce,KENT TOWN,SA,5067
Pulteney Grammar School,190 South Tce,Adelaide,SA,5000
St Aloysius College,53 Wakefield St,Adelaide,SA,5000
St Peter's Collegiate Girls' School,Stonyfell Rd,STONYFELL,SA,5066
Trinity College - North,Alexander Ave,Evanston South,SA,5116
Wilderness School,30 Hawkers Rd,MEDINDIE,SA,5081
St Paul's International College (ELICOS Operations),463 Argyle St,MOSSVALE,NSW,2577
St Paul's International College (School Operations),463 Argyle St,Moss Vale,NSW,2577
Ascham School,188 New South Head Rd,EDGECLIFF,NSW,2027
Georges River Grammar,53 George Cres,GEORGES HALL,NSW,2198
Knox Grammar School,7 Woodville Ave,WAHROONGA,NSW,2076
Masada College,9 Link Rd,ST IVES,NSW,2075
Redeemer Baptist School,2 Masons Dr,NORTH PARRAMATTA,NSW,2151
Aquinas College,58 Mount Henry Rd,Salter Point,WA,6151
Bunbury Cathedral Grammar School,5 Allen Rd,Gelorup,WA,6230
Christ Church Grammar School Inc,Queenslea Dr,CLAREMONT,WA,6010
Guildford Grammar School,Private Mail Bag 5,Guilford,WA,6055
The Governors of Hale School,Hale Rd,WEMBLEY DOWNS,WA,6019
Methodist Ladies' College,356 Stirling Hwy,CLAREMONT,WA,6010
Penrhos College,Morrison St,COMO,WA,6152
Perth College (Inc),31 Lawley Cres,MOUNT LAWLEY,WA,6050
Presbyterian Ladies College,14 McNeil St,PEPPERMINT GROVE,WA,6011
Scotch College,76 Shenton Rd,CLAREMONT,WA,6010
St Brigid's College,200 Lesmurdie Rd,Lesmurdie,WA,6076
St Hilda's Anglican School for Girls - Primary years PP-6,McCabe St,MOSMAN PARK,WA,6012
St Hilda's Anglican School for Girls Inc. - Middle School to Secondary,Bay View Tce,MOSMAN PARK,WA,6012
St Marys Anglican Girls' School Inc,75 Elliott Rd,KARRINYUP,WA,6018
Swan Christian College - Primary,401 Great Northern Hwy,Middle Swan,WA,6936
Swan Christian College - Secondary,381 Great Northern Hwy,MIDDLE SWAN,WA,6056
Wesley College,40 Coode St,SOUTH PERTH,WA,6151
Canning College,41 Marquis St,Bentley,WA,6102
St John's Catholic College,Salonika St,DARWIN,NT,801
Fahan School,Fisher Ave,SANDY BAY,TAS,7005
The Friends' School,23 Commercial Rd,NORTH HOBART,TAS,7000
The Hutchins School,71 Nelson Rd,SANDY BAY,TAS,7005
Scotch Oakburn College,85 Penquite Rd,LAUNCESTON,TAS,7250
The Christ College Trust,218 Macquarie St,HOBART,TAS,7000
Anglican Church Grammar School,Oaklands Pde,East Brisbane,QLD,4169
Blackheath and Thornburgh College,King St,CHARTERS TOWERS,QLD,4820
Brisbane Grammar School,Gregory Tce,Brisbane,QLD,4000
Brisbane Boys' College,Kensington Tce,Toowong,QLD,4066
Clayfield College,23 Gregory St,CLAYFIELD,QLD,4011
Downlands Sacred Heart College,72 Ruthven St,TOOWOOMBA,QLD,4350
The Glennie School,248 Herries St,TOOWOOMBA,QLD,4350
Ipswich Grammar School,Darling St,IPSWICH,QLD,4305
John Paul College,John Paul Dr,DAISY HILL,QLD,4127
Lourdes Hill College,86 Hawthorne Rd,HAWTHORNE,QLD,4171
The Cathedral College,189 William St,ROCKHAMPTON,QLD,4700
Board of Trustees of the Rockhampton Grammar School,Archer St,Rockhampton,QLD,4700
Rockhampton Girls Grammar School,Corner Denham & Agnes St,ROCKHAMPTON,QLD,4700
St Augustine's College,251 Draper St,CAIRNS,QLD,4870
St Hilda's School,52 High St,Southport,QLD,4215
St Margaret's Anglican Girls School,11 Petrie St,Ascot,QLD,4007
St Paul's School,34 Strathpine Rd,Bald Hills,QLD,4036
St Peters Lutheran College,66 Harts Rd,Indooroopily,QLD,4068
St Saviour's College,Neil St,TOOWOOMBA,QLD,4350
Somerset College Limited,Somerset Dr,Mudgeeraba,QLD,4213
Somerville House,17 Graham St,SOUTH BRISBANE,QLD,4101
The Southport School,Winchester St,Southport,QLD,4215
Stuartholme School,Birdwood Tce,TOOWONG,QLD,4066
Toowoomba Grammar School,24 Margaret St,TOOWOOMBA,QLD,4350
Ipswich Girls Grammar School,Cnr Queen Victoria Pde & Chermside Rd,IPSWICH,QLD,4305
The Scots PGC College,60 Oxenham St,WARWICK,QLD,4370
Suncoast Christian College,Cnr Schubert & Kiel Mountain Rd,WOOMBYE,QLD,4559
Bethel Christian School,104 Mount Druitt Rd,MOUNT DRUITT,NSW,2770
Kinross Wolaroi School,59 Bathurst Rd,ORANGE,NSW,2800
St Philip's Christian College - Cessnock,10 Lomas Lane,Nulkaba,NSW,2325
St Philip's Christian College - Gosford,20 Narara Creek Rd,Narara,NSW,2250
St Philip's Christian College - Port Stephens,182 Salamander Way,SALAMANDER BAY,NSW,2317
St Philip's Christian College - Waratah,57 High St,WARATAH,NSW,2298
Ballarat and Clarendon College,1425 Sturt St,BALLARAT,VIC,3350
Loyola College,325 Grimshaw St,WATSONIA,VIC,3087
Educational Enterprises Australia Pty Ltd Coglin Street Campus,16 Coglin St,Adelaide,SA,5000
Educational Enterprises Australia Pty Ltd Franklin Street Campus,15 Franklin St,ADELAIDE,SA,5000
Walford Anglican School for Girls,316 Unley Rd,HYDE PARK,SA,5061
Townsville Grammar School - Annandale Campus,1 Brazier Drive,1 Brazier Drive,QLD,4814
Townsville Grammar School - North Shore Campus,70-90 North Shore Boulevard,Townsville,QLD,4818
Townsville Grammar School - North Ward,45 Paxton St,Townsville,QLD,4810
St Joseph's Nudgee College,2199 Sandgate Rd,BOONDALL,QLD,4034
St Catherine's School,17 Heyington Pl,TOORAK,VIC,3142
Strathcona Baptist Girls Grammar School,34 Scott St,CANTERBURY,VIC,3126
Heathdale Christian College Ltd,175 Derrimut Rd,WERRIBEE,VIC,3030
Canberra Grammar School,Monaro Cres,RED HILL,ACT,2603
Concordia Lutheran College,154 Stephens St,Toowoomba,QLD,4350
AMC Sydney,2 Murray St,Sydney,NSW,2000
Cradle Coast,16 Mooreville Rd,Burnie,TAS,7320
Darlinghurst,404 Victoria St,Darlinghurst,NSW,2010
ECA Melbourne,Level 1,Melbourne,VIC,3000
Hobart,Hytten Hall,SANDY BAY,TAS,7005
Launceston,Level 1,LAUNCESTON,TAS,7248
Rozelle,corner of Church and Glover St,Leichhardt,NSW,2040
International Student Centre (SCHOOL Operations),"Level 2, 1 Oxford St",DARLINGHURST,NSW,2010
Mater Christi College,28 Bayview Rd,BELGRAVE,VIC,3160
TAFE NSW Albury,636 Poole St,ALBURY,NSW,2640
TAFE NSW Armidale - Beardy Street,256 Beardy St,ARMIDALE,NSW,2350
TAFE NSW Bankstown,490 Chapel Rd,BANKSTOWN,NSW,2200
TAFE NSW Bathurst,368 Panorama Ave,BATHURST,NSW,2795
TAFE NSW Blacktown,131 Main St,BLACKTOWN,NSW,2148
TAFE NSW Campbelltown,181 Narallen Rd,CAMPBELTOWN,NSW,2560
TAFE NSW Castle Hill,2 Green Rd,CASTLE HILL,NSW,2154
TAFE NSW Coffs Harbour - Hogbin Drive,363 Hogbin Dr,COFFS HARBOUR,NSW,2450
TAFE NSW Dubbo,75 Myall Street,Dubbo,NSW,2830
TAFE NSW Enmore,110 Edgeware Rd,ENMORE,NSW,2042
TAFE NSW Glendale,9 Frederick St,CARDIFF,NSW,2285
TAFE NSW Granville,136 William St,GRANVILLE,NSW,2142
TAFE NSW Griffith,4 Neville Pl,Griffith,NSW,2680
TAFE NSW Hamilton,91 Parry St,NEWCASTLE WEST,NSW,2303
TAFE NSW Hornsby,205 Pacific Hwy,HORNSBY,NSW,2077
TAFE NSW Kingscliff,806 Cudgen Rd,KINGSCLIFF,NSW,2487
TAFE NSW Kingswood,12 O'Connell St,KINGSWOOD,NSW,2747
TAFE NSW Kurri Kurri,8 Mcleod Rd,KURRI KURRI,NSW,2327
TAFE NSW Lidcombe,73 East St,LIDCOMBE,NSW,2141
TAFE NSW Liverpool - College Street,1 College St,LIVERPOOL,NSW,2170
TAFE NSW Loftus,1 Pitt St,LOFTUS,NSW,2232
TAFE NSW Macquarie Fields,32 Victoria Rd,MACQUARIE FIELDS,NSW,2564
TAFE NSW Meadowbank,55 See St,MEADOWBANK,NSW,2114
TAFE NSW Miller,152 Banks Rd,MILLER,NSW,2168
TAFE NSW Mount Druitt,67 North Pde,MOUNT DRUITT,NSW,2770
TAFE NSW Murwillumbah - Murwillumbah Street,117 Wollumbin St,MURWILLUMBAH,NSW,2484
TAFE NSW Newcastle West,590 Hunter St,NEWCASTLE WEST,NSW,2302
TAFE NSW Nirimba,Colebee St,QUAKERS HILL,NSW,2763
TAFE NSW North Wagga Wagga,26 Farrer Rd,WAGGA WAGGA,NSW,2144
TAFE NSW Northern Beaches,154 Old Pittwater Rd,BROOKVALE,NSW,2100
TAFE NSW Nowra,60 Beinda St,BOMADERRY,NSW,2541
TAFE NSW Orange - March Street,109 March St,Orange,NSW,2800
TAFE NSW Ourimbah,10 Chittaway Rd,OURIMBAH,NSW,2258
TAFE NSW Petersham,27 Crystal St,PETERSHAM,NSW,2049
TAFE NSW Port Macquarie,70 Widderson St,PORT MACQUARIE,NSW,2444
TAFE NSW Randwick,2 King St,RANDWICK,NSW,2031
TAFE NSW Richmond,2 College St,RICHMOND,NSW,2753
TAFE NSW Ryde,250 Blaxland Rd,RYDE,NSW,2112
TAFE NSW Shellharbour,11 College Ave,OAK FLATS,NSW,2529
TAFE NSW St George,750 Princes Hwy,KOGARAH,NSW,2217
TAFE NSW St Leonards,213 Pacific Hwy,ST LEONARDS,NSW,2065
TAFE NSW Tamworth,13 Janison Street,Tamworth,NSW,2340
TAFE NSW Taree,2 Montgomery Cres,Taree,NSW,2430
TAFE NSW Tighes Hill,266 Maitland Rd,TIGHES HILL,NSW,2297
TAFE NSW Ultimo,19 Mary Ann St,ULTIMO,NSW,2007
TAFE NSW Wagga Wagga,14 Coleman St,Turvey Park,NSW,2650
TAFE NSW Wetherill Park,941 The Horsley Dr,WETHERILL PARK,NSW,2164
TAFE NSW Wollongbar,61 Sneaths Rd,WOLLONGBAR,NSW,2477
TAFE NSW Wollongong,1 Foleys Lane,WOLLONGONG,NSW,2500
TAFE NSW Wollongong West,38 Gladstone Ave,WOLLONGONG,NSW,2500
TAFE NSW WYONG,1 Porter St,WYONG,NSW,2259
Westminster School Inc,Alison Ave,MARION,SA,5043
Saint Ignatius' College,2 Manresa Ct,Athelstone,SA,5076
"349 Queen Street, Brisbane",349 Queen St,Brisbane,QLD,4000
Alexandra Hills State High School,Windemere Rd,ALEXANDRA HILLS,QLD,4161
Annandale State School,Corner of Yolanda Dr and Oleander St,Townsville,QLD,4814
Ashmore State School,Currumurra Rd,Ashmore,QLD,4214
Aspley East State School,31 Helena St,ASPLEY,QLD,4034
Aspley State High School,651 Zillmere Rd,Aspley,QLD,4034
Atherton State High School,Maunds Rd,ATHERTON,QLD,4883
Balmoral State High School,Cnr Thynne and Lytton Rd,MORNINGSIDE,QLD,4170
Benowa State High School,Mediterranean D,BENOWA,QLD,4217
Benowa State School,314 Benowa Rd,Benowa,QLD,4217
Bribie Island State High School,First Ave,BONGAREE,QLD,4507
Brisbane School of Distance Education,Coorparoo State College,COORPAROO,QLD,4151
Brisbane South State Secondary College,179 Annerley Road,Dutton Park,QLD,4102
Brisbane State High School,150 Vulture St,SOUTH BRISBANE,QLD,4101
Broadbeach State School,Alexandra Ave,Broadbeach,QLD,4218
Bundaberg State High School,37 Maryborough St,Bundaberg,QLD,4670
Burnside State High School,Blaxland Rd,Nambour,QLD,4650
Burpengary State School,35 Station Rd,Burpengary,QLD,4505
Burpengary State Secondary College,196 Pitt Rd,Burpengary,QLD,4505
Cairns School of Distance Education,62 Hoare St,MANUNDA,QLD,4870
Cairns State High School,CNR Sheridan & Upward St,CAIRNS,QLD,4870
Calamvale Community College,11 Hamish St,Calamvale,QLD,4116
Caloundra State High School,88 Queen St,CALOUNDRA,QLD,4551
Cavendish Road State High School,Cnr Cavendish and Holland Rd,HOLLAND PARK,QLD,4121
Centenary Heights State High School,60 Ramsay St,TOOWOOMBA,QLD,4350
Centenary State High School,1 Moolanda St,Jindalee,QLD,4074
Chancellor State College,Sippy Downs Drive,SIPPY DOWNS,QLD,4556
Cleveland District State High School,Russell St,CLEVELAND,QLD,4163
Cleveland State School,Queen St,Cleveland,QLD,4163
Coolum State High School,Havana Rd,COOLUM,QLD,4573
Corinda State High School,46 Pratten St,CORINDA,QLD,4075
Craigslea State High School,Hamilton Rd,CHERMSIDE WEST,QLD,4032
Durack State School,69 Inala Ave,Durack,QLD,4077
Earnshaw State College,Cnr Earnshaw and Tufnell Rd,Banyo,QLD,4014
Edge Hill State School,254 Pease St,Edge Hill,QLD,4870
Elanora State High School,Cnr Nineteenth Ave & Avocado St,ELANORA,QLD,4221
Fernbrooke State School,8 Regents Drive,Redbank Plains,QLD,4301
Ferny Grove State High School,McGinn Rd,Ferny Grove,QLD,4055
Helensvale State High School,243 Discovery Dr,Helensvale,QLD,4212
Hervey Bay State High School,Beach Rd,PIALBA,QLD,4655
Holland Park State High School,Bapaume Rd,Holland Park,QLD,4121
Indooroopilly State High School,Ward St,INDOOROOPILLY,QLD,4068
Ipswich State High School,1 Hunter St,Brassall,QLD,4305
Jindalee State School,114 Burrendah Rd,Jindalee,QLD,4074
Kawana Waters State College,119 Sportsmans Pde,KAWANA WATERS,QLD,4575
Kedron State High School,Park Rd,WOOLOOWIN,QLD,4030
Keebra Park State High School,Anne St,SOUTHPORT,QLD,4215
Kelvin Grove State College,L'Estrange Tce,KELVIN GROVE,QLD,4059
Kenmore State High School,60 Aberfeldy St,KENMORE,QLD,4069
Kenmore State School,2052 Moggill Rd,Kenmore,QLD,4069
Kingaroy State High School,Toomey St,Kingaroy,QLD,4610
Kirwan State High School,Hudson St,Kirwan,QLD,4817
Mabel Park State High School,72 Paradise Rd,Slacks Creek,QLD,4127
MacGregor State High School,Blackwattle St,MacGregor,QLD,4109
Mackay North State High School,Valley St,MACKAY NORTH,QLD,4740
Malanda State High School,Memorial Dr,Malanda,QLD,4885
Maleny State High School,50 Bunya St,MALENY,QLD,4552
Maroochydore State High School,160 Maroochydore Rd,MAROOCHYDORE,QLD,4558
Maryborough State High School,Kent St,MARYBOROUGH,QLD,4650
